language,id,text,file,node,lineNumber,lock,comment
pt,line:0ca252b,"Sabrina: Não sou fã, mas se todo mundo quiser a gente pode ver um assim.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,66,a6ad29f7,Line metadata: emotion:Normal
pt,line:0cfe6aa,"Melissa: Luke, o que tu quer assistir?",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,73,d2a09af4,
pt,line:092802b,Lucas: A gente podia assistir Madre mia!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,76,4d1bdd57,
pt,line:02b05de,Ian: Nem fodendo!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,79,97a510ff,
pt,line:06e56e2,Ian: A gente já assistiu esse filme um bilhão de vezes!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,82,a45b3f5c,
pt,line:0775145,"Melissa: Realmente, quantas vezes tu sozinho já viu esse?",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,85,991f40dc,
pt,line:0439025,Lucas: Não vem ao caso.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,88,05ca188b,
pt,line:0ee77ea,Ian: Se ficar nessa eu vou escolher um aleatório.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,91,22d49b5b,
pt,line:0307821,Ian: Pode ser que venha um filme de criancinha!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,94,1311ed25,
pt,line:0ea47c1,"Melissa: Calma ai, Ian!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,97,c479e625,
pt,line:03bf585,"Melissa: Sabrina, o que tu acha que a gente deveria assistir?",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Casa.yarn,Start,100,e1abf6bc,
pt,line:003a1bb,"Lucas: Foi tão legal, que bom que a gente viu esse.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,6,7a3af73d,
pt,line:026f6ed,"Ian: Pois é, gostei também.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,9,a1bd5966,
pt,line:069b869,"Ian: Aprendeu comigo a escolher um bom filme, né Brina?",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,12,92d7d537,
pt,line:0a15d0d,Sabrina: Viu? Cê não é o único que sabe de filme,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,15,b2a3aadd,
pt,line:0b0f676,"Melissa: Foi legal, mas podia ser mais empolgante.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,18,ae591dfd,
pt,line:05a8fe0,Melissa: Próxima vez eu que escolho.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,21,c5f234e6,
pt,line:0331e3e,"Lucas: Não não, você vai escolher um que dá medo!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,24,87b96fe2,
pt,line:0791c11,Melissa: Tu pode segurar minha mão durante o filme.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,27,41eb189e,
pt,line:091badd,"Ian: Sendo um filme bom, você escolhe o que quiser.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,30,36b55d36,
pt,line:0c79c44,Sabrina: Só não algo super assustador.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,33,eb857f7c,
pt,line:064b04b,Melissa: Fechou então! Próxima vez a gente vê um filme meu.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,36,a73702c1,
pt,line:0d6d9bd,Lucas: Vou ter que me esconder embaixo das cobertas.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,39,f7fa5093,
pt,line:0979623,"Melissa: Foi incrível! Ótima escolha, Sabrina!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,47,035b49c7,
pt,line:05ed566,Ian: Os efeitos especiais desse filme são muito bons!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,50,eaeb2b3d,
pt,line:064d1d4,Lucas: A gente podia ter visto um filme mais leve né gente?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,53,ee0b789c,
pt,line:0014ec4,"Sabrina: Desculpa Luke, mas o filme até que foi legal.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,56,6fb903e2,
pt,line:089357e,"Ian: Você apertou meu braço uma hora porque levou susto, sua medrosa!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,59,ef1f92ff,
pt,line:047da8b,"Sabrina: Eu não fiz isso! Eu não lembro, não aconteceu!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,62,bc5b41f2,
pt,line:0632209,"Lucas: Na próxima vamos ver algo mais tranquilo, por favor.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,65,c1ed3f16,
pt,line:08b696b,Melissa: A gente não assistindo Madre Mia pela milésima vez por mim tá tudo certo.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,68,03857638,
pt,line:0a5d87d,Ian: Eu amo caixa de self check out!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,6,a29f0d6f,
pt,line:00de5a0,Arabella: Falei que ia dar pra roubar sem ninguém perceber.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,9,71f051f8,
pt,line:04f487b,Melissa: Gente e se descobrirem?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,12,8fcb1e33,
pt,line:0210465,Melissa: E se nossos pais souberem?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,15,ca390d9f,
pt,line:0fd3c1f,"Melissa: Vamo voltar lá e passar o que a gente pegou a mais, sério gente.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,18,8566baab,
pt,line:0881b1f,Arabella: Como vão descobrir?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,21,b592e8eb,
pt,line:08ea35c,Arabella: Cê vai falar algo?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,24,c8b56cba,
pt,line:0233aaa,Melissa: Eu deixei claro que não gostava da ideia!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,27,f63d5b3f,
pt,line:084604a,"Ian: Calma, Mel.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,30,9de995c5,
pt,line:0361708,"Ian: Vai dar tudo certo, ninguém vai ficar sabendo.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,33,3b8a0667,
pt,line:0fd7502,Melissa: Se alguém descobrir eu vou jogar nas costas de vocês.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,36,573ab7f6,
pt,line:0f8a457,"Melissa: Desculpa, mas eu disse que não era pra fazer isso.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,39,21e97014,
pt,line:0987fb3,"Arabella: Pode ficar tranquila, se qualquer merda acontecer eu aceito a culpa.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,42,e9e9ec29,
pt,line:0392287,Arabella: A ideia foi minha.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,45,77a3223f,
pt,line:094b45b,"Ian: Tu não vai levar a culpa sozinha, Tô contigo pra qualquer merda.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,48,e7031f26,
pt,line:0770beb,Sabrina: Desculpa gente mas não posso assumir essa.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,51,ffa9c2b8,
pt,line:049c658,"Arabella: Quanto sentimento, Ian.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,54,733ec444,
pt,line:016851a,Arabella: Vamos aproveitar nossas bebidas antes que alguém comece a chorar.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,57,ce62c439,
pt,line:0d9f21c,Arabella: O ruim é que as bebidas vão acabar rápido.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,66,72a5d24a,
pt,line:08fa49f,Melissa: Mas pelo menos a gente não cometeu um crime.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,69,20ecec13,
pt,line:024ebd0,Ian: Roubar das grandes redes não é um crime porque eles roubam primeiro!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,72,dee4f689,
pt,line:0821259,Sabrina: Cê realmente tá investido nisso né?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,75,d623faa2,
pt,line:0b22beb,Ian: Eu sempre vou estar investido na queda dos monopólios!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,78,36b8a110,
pt,line:062ba2c,Arabella: Tá bom gatinho comunista.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,81,9f313499,
pt,line:06574df,Sabrina: Daqui cês querem ir pra onde?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,84,d46bb4dc,
pt,line:0f90cec,Melissa: Vamo dar mais uma voltinha no shopping e depois a gente vê.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,87,f8b51169,
pt,line:0faea07,Ian: Eu tava querendo passar ali na livraria.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,90,eb5ae398,
pt,line:0cc3077,"Melissa: Eu também, queria ver se tem algum cd novo lá.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,93,71ec3962,
pt,line:009850d,Arabella: Depois a gente pode ir pra praça?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,96,d3554e6a,
pt,line:0760280,Sabrina: Eu apoio.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,99,e340d72e,
pt,line:0ba5aa7,Sabrina: O que de pior pode acontecer?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,6,df94fb1a,
pt,line:0a69d5f,"Iris: Tu vai ver que é de boa, só vai ficar mais relaxada.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,9,aa1c2fdb,
pt,line:0cd5618,"Iris: Talvez falar umas besteiras, mas é legal.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,12,fff2f56e,
pt,line:05ede56,Sabrina: Eu tô fazendo isso certo?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,15,0989d35b,
pt,line:0961d08,"Iris: Não, é assim, ó",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,18,26289bbb,
pt,line:0f5bc1a,"Sabrina: Tá, acho que entendi.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,21,395c6121,
pt,line:0d7ae72,Iris: Eventualmente tu pega o jeito da coisa.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,24,d4be30f0,
pt,line:048b404,Sabrina: Como eu sei se bateu?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,27,14b5b880,
pt,line:0a420ee,"Iris: Tu vai saber, confia em mim.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,30,07eb9f9c,
pt,line:028db56,Sabrina: Fico feliz de a gente estar fazendo isso juntas.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,33,f475e521,
pt,line:0cbec83,Iris: Eu também.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,36,bc4f2f69,
pt,line:00fe394,"Sabrina: Não me leva a mal, mas não é pra mim.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,45,50f20272,
pt,line:0f4bbc6,"Iris: Ei, tá de boa, não precisa se justificar pra mim. Eu entendo.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,48,d9adaa2f,
pt,line:05ba3d5,Sabrina: Como é?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,51,8f8a4eca,
pt,line:0ca2742,Iris: Ah é legal.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,54,e8249492,
pt,line:06c0bf4,"Iris: Tu se sente mais leve, parece que a cabeça desacelera um pouco.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,57,ce7ce496,
pt,line:03e5a0a,Sabrina: Quem sabe algum dia eu não experimente.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,60,d0228169,
pt,line:05e739b,"Iris: Se quiser, eu tô aqui.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,63,0de3aeeb,
pt,line:0ca210a,Iris: Não é um bicho de sete cabeças.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,66,b9b25cb3,
pt,line:0edc5e8,"Sabrina: Se eu for fumar, espero que seja contigo.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,69,d5c2d641,
pt,line:0b7886c,Iris: Fico feliz que tu confie em mim assim.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,72,10cfe39f,
pt,line:072b063,Arabella: Deixa eu ver como ficou.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,6,72141364,
pt,line:06de86e,Sabrina: Calma ai Bella!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,9,b0767dda,
pt,line:0d37d69,Sabrina: Tá abrindo a foto.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,12,b6a5c39b,
pt,line:0667d9a,"Iris: Olha só, ficou muito show.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,15,4a31d440,
pt,line:023c623,Iris: A câmera valorizou as cores.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,18,015f8bbf,
pt,line:05bb9b5,"Lucas: Pessoalmente era mais bonito, mas que bom que a gente tem registro.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,21,46a71848,
pt,line:0ec8e4f,Lucas: Eu adorei a foto.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,24,78ab70e2,
pt,line:0bb8f85,"Sabrina: Ah, obrigada gente.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,27,2f5960a7,
pt,line:0042f32,Arabella: Logo logo cê pode me substituir como fotógrafa do grupo.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,30,bbfb2484,
pt,line:08d3117,Iris: E ai? Ficou boa?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,39,b57553ff,
pt,line:0c272e4,"Lucas: É, deixa a gente ver.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,42,c749944c,
pt,line:019b59c,Arabella: Po ficou bem daora.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,45,169fa4ee,
pt,line:00e5dc9,Arabella: Mas lógico que cê ia tirar foto do seu.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,48,0bc0a580,
pt,line:07bbc60,"Lucas: Deixa ela, Arabella!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,51,8e84e017,
pt,line:056d7a3,"Lucas: A foto ficou muito incrível Brina, parabéns.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,54,27255d6d,
pt,line:02b4e3f,Iris: A Bella só tá com invejinha.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,57,77119507,
pt,line:039a15d,Iris: Ficou bem legal mesmo.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,60,01882a8f,
pt,line:0a3057f,"Sabrina: É, ela não se aguenta, tem que me perturbar.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,63,d9624a01,
pt,line:09ef840,Arabella: Olha quem fala.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,66,dde75715,
