language,id,text,file,node,lineNumber,lock,comment
en,line:0a15d0d,Sabrina: See? You're not the only one who understand movies.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,15,b2a3aadd,
en,line:0b0f676,"Melissa: It was good, but it could be a little more exciting.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,18,ae591dfd,
en,line:05a8fe0,"Melissa: Next time, I'm picking the movie.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,21,c5f234e6,
en,line:0331e3e,"Lucas: No no no, you're gonna pick a scary one.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,24,87b96fe2,
en,line:0791c11,Melissa: You can hold my hand during it.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,27,41eb189e,
en,line:091badd,"Ian: You can choose any movie, as long as it's good.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,30,36b55d36,
en,line:0c79c44,Sabrina: Just not super scary ones.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,33,eb857f7c,
en,line:064b04b,"Melissa: Alright. Next time, we're watching one of my movies.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,36,a73702c1,
en,line:0d6d9bd,Lucas: I'll be hiding under the blanket.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_Corajoso_Event1,39,f7fa5093,
en,line:0979623,"Melissa: That was amazing! Great pick, Sabrina!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,47,035b49c7,
en,line:05ed566,Ian: The special effects in this movie are so good!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,50,eaeb2b3d,
en,line:064d1d4,"Lucas: We could've watched a lighter one, right, guys?",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,53,ee0b789c,
en,line:0014ec4,"Sabrina: Sorry, Luke, but the movie was actually good.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,56,6fb903e2,
en,line:089357e,"Ian: You squeezed my arm that one time you got scared, you chicken!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,59,ef1f92ff,
en,line:047da8b,"Sabrina: I did not! If i don't remember it, it didn't happen.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,62,bc5b41f2,
en,line:0632209,"Lucas: Next time, let's watch something chill, please.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,65,c1ed3f16,
en,line:08b696b,Melissa: As long as we don't watch Madre Mia for the thousandth time.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback1.yarn,Feedback_NCorajoso_Event1,68,3857638,
en,line:0a5d87d,Ian: I love self check out!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,6,a29f0d6f,
en,line:00de5a0,"Arabella: I told you, you can steal it and no one will know.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,9,71f051f8,
en,line:04f487b,Melissa: But what if someone finds out?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,12,8fcb1e33,
en,line:0210465,Melissa: What if our parents find out?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,15,ca390d9f,
en,line:0fd3c1f,"Melissa: Let's go back inside and pay for what we got. Seriously, you guys.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,18,8566baab,
en,line:0881b1f,Arabella: How would them find out?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,21,b592e8eb,
en,line:08ea35c,Arabella: Are you gonna spill it?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,24,c8b56cba,
en,line:0233aaa,Melissa: I made it very clear I didn't like this idea.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,27,f63d5b3f,
en,line:084604a,"Ian: Chill, Mel.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,30,9de995c5,
en,line:0361708,"Ian: It's gonna be fine, no one will know.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,33,3b8a0667,
en,line:0fd7502,"Melissa: If someone finds out, I'm gonna blame you all.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,36,573ab7f6,
en,line:0f8a457,"Melissa: I'm sorry, but I told you not to do this.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,39,21e97014,
en,line:0987fb3,"Arabella: It's okay. If anything happens, I'll take the blame.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,42,e9e9ec29,
en,line:0392287,Arabella: It was my idea.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,45,77a3223f,
en,line:094b45b,Ian: You can't take the blame alone. I'm with you.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,48,e7031f26,
en,line:0770beb,"Sabrina: Sorry, guys, but I can't take this one.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,51,ffa9c2b8,
en,line:049c658,"Arabella: So sentimental, Ian.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,54,733ec444,
en,line:016851a,Arabella: Let's enjoy our booze before someone get's emotional.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_Roubando_Event2,57,ce62c439,
en,line:0d9f21c,Arabella: The bad part is that the booze is gonna go fast.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,66,72a5d24a,
en,line:08fa49f,Melissa: At least we didn't commit a crime.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,69,20ecec13,
en,line:024ebd0,Ian: Stealing from big chains is not a crime. They stole first!,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,72,dee4f689,
en,line:0821259,"Sabrina: You're really invested in this, huh?",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,75,d623faa2,
en,line:0b22beb,Ian: I'll always be invested in bringing down monopolies.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,78,36b8a110,
en,line:062ba2c,"Arabella: Sure, cutie commie.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,81,9f313499,
en,line:06574df,Sabrina: Where do you wanna go from here?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,84,d46bb4dc,
en,line:0f90cec,Melissa: Let's take a spin at the mall and then we'll see.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,87,f8b51169,
en,line:0faea07,Ian: I've been wanting to go to the bookstore.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,90,eb5ae398,
en,line:0cc3077,Melissa: Me too. I want to check out if there's any new CDs there.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,93,71ec3962,
en,line:009850d,Arabella: Can we go to the square after?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,96,d3554e6a,
en,line:0760280,Sabrina: I'm in.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback2.yarn,Feedback_NRoubando_Event2,99,e340d72e,
en,line:0ba5aa7,Sabrina: What's the worst that could happen?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,6,df94fb1a,
en,line:0a69d5f,"Iris: It's really chill, you'll see. You'll just be more relaxed.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,9,aa1c2fdb,
en,line:0cd5618,"Iris: Maybe you'll blab, but it's cool.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,12,fff2f56e,
en,line:05ede56,Sabrina: Am I doing this right?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,15,0989d35b,
en,line:0961d08,"Iris: No. It's like this, look.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,18,26289bbb,
en,line:0f5bc1a,"Sabrina: Okay, I think I got it.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,21,395c6121,
en,line:0d7ae72,Iris: You'll get it eventually.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,24,d4be30f0,
en,line:048b404,Sabrina: How will I know it hit?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,27,14b5b880,
en,line:0a420ee,"Iris: Oh, you'll know, trust me.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,30,07eb9f9c,
en,line:028db56,Sabrina: I'm glad we're doing this together.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,33,f475e521,
en,line:0cbec83,Iris: Me too.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_1,36,bc4f2f69,
en,line:00fe394,"Sabrina: Don't get me wrong, but I don't think that's for me.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,45,50f20272,
en,line:0f4bbc6,"Iris: It's good, don't explain yourself to me. I get it.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,48,d9adaa2f,
en,line:05ba3d5,Sabrina: What is it like?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,51,8f8a4eca,
en,line:0ca2742,Iris: It's cool.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,54,e8249492,
en,line:06c0bf4,"Iris: You feel a lot lighter, like your mind just slows down a bit.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,57,ce7ce496,
en,line:03e5a0a,Sabrina: Maybe I'll try it someday.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,60,d0228169,
en,line:05e739b,"Iris: If you want it, I got it.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,63,0de3aeeb,
en,line:0ca210a,Iris: It's not that complicated.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,66,b9b25cb3,
en,line:0edc5e8,"Sabrina: If I'm gonna smoke, I hope it's with you.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,69,d5c2d641,
en,line:0b7886c,Iris: I'm glad you trust me enough.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback3.yarn,Feedback_Praia_2,72,10cfe39f,
en,line:072b063,Arabella: Let me see.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,6,72141364,
en,line:06de86e,"Sabrina: Hold on, Bella!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,9,b0767dda,
en,line:0d37d69,Sabrina: The picture is loading.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,12,b6a5c39b,
en,line:0667d9a,"Iris: Look at that, it's great.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,15,4a31d440,
en,line:023c623,Iris: The camera really enhanced the colors.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,18,015f8bbf,
en,line:05bb9b5,"Lucas: It was better in person, but I'm glad we have a record of it.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,21,46a71848,
en,line:0ec8e4f,Lucas: I loved the picture.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,24,78ab70e2,
en,line:0bb8f85,"Sabrina: Aw, thanks, you guys.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,27,2f5960a7,
en,line:0042f32,Arabella: Soon you'll be replacing me as photographer of the group.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Amigos_Event4,30,bbfb2484,
en,line:08d3117,Iris: So? Is it good?,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,39,b57553ff,
en,line:0c272e4,"Lucas: Yeah, let us see.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,42,c749944c,
en,line:019b59c,Arabella: It looks dope.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,45,169fa4ee,
en,line:00e5dc9,Arabella: Of course you would take a picture of yours.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,48,0bc0a580,
en,line:07bbc60,"Lucas: Let her be, Arabella!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,51,8e84e017,
en,line:056d7a3,"Lucas: The picture looks amazing, Brina! Well done.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,54,27255d6d,
en,line:02b4e3f,Iris: Bella's just jealous.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,57,77119507,
en,line:039a15d,Iris: It does look good.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,60,01882a8f,
en,line:0a3057f,"Sabrina: Yeah, she can't stand it. She has to annoy me.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,63,d9624a01,
en,line:09ef840,Arabella: Look who's talking.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback4.yarn,Feedback_Player_Event4,66,dde75715,
en,line:09f5d79,"Sabrina: Man, you can see a great bit of the city from up there!",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback5.yarn,Feedback_Amigo1_Event5,7,6f83d30e,
en,line:0011254,Arabella: Right? I didn't remember it being so high.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback5.yarn,Feedback_Amigo1_Event5,10,c821aa3b,
en,line:072642c,"Sabrina: It was really cool. Thank you for coming with me, Bella.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback5.yarn,Feedback_Amigo1_Event5,13,3039b6bf,
en,line:0b116c5,"Arabella: So sentimental, that's cute.",C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback5.yarn,Feedback_Amigo1_Event5,16,9af44657,
en,line:0c3b81c,Arabella: But it was nice being with you.,C:\Users\Debs\Casulo-Indie_GIT\4Seasons\Assets\_Sources\Dialogue\Yarn\Files\Feedback5.yarn,Feedback_Amigo1_Event5,19,0814b539,
